,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance,Primary_Manufacturing_Location,Secondary_Manufacturing_Location,Annual_Production_Capacity,Year_Operations_Started
2029,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-02-22,2018-02-22,77,0.23,0.27,0.01,South Korea,China,107624,1995
2030,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-12-15,2020-12-15,114,0.36,0.34,0.01,Sweden,China,378616,2002
2031,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-08-04,2015-08-04,100,0.4,0.22,0.01,UK,UK,291315,2014
2032,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2015-11-18,2015-11-18,110,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2033,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2019-11-25,2019-11-25,104,0.26,0.31,0.01,Mexico,Mexico,206080,1999
2034,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-07-31,2023-07-31,125,0.26,0.35,0.01,UK,Sweden,169318,1991
2035,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2021-02-15,2021-02-15,100,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2036,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2017-07-22,2017-07-22,62,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2037,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,Missing,2023-07-28,161,0.26,0.35,0.01,UK,Sweden,169318,1991
2038,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-02-05,2022-02-05,172,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2039,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2018-04-19,2018-04-19,66,0.21,0.31,0.01,Mexico,Germany,494250,2010
2040,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-01-27,2022-01-27,177,0.35,0.31,0.01,Mexico,Germany,494250,2010
2041,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-11-14,2020-11-14,93,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2042,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-04-26,2016-04-26,76,0.23,0.22,0.01,Sweden,China,378616,2002
2043,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-11-17,2021-11-17,124,0.21,0.25,0.01,UK,Sweden,169318,1991
2044,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-12-29,2021-12-29,113,0.35,0.27,0.01,Mexico,Germany,494250,2010
2045,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2020-09-24,2020-09-24,32,0.31,0.26,0.01,Sweden,China,342446,1997
2046,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2021-11-20,2021-11-20,96,0.4,0.22,0.01,UK,UK,291315,2014
2047,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-01-14,2017-01-14,75,0.33,0.26,0.01,Mexico,Japan,150730,2002
2048,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-12-06,2015-12-06,31,0.29,0.29,0.01,South Korea,China,107624,1995
2049,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2019-10-17,2019-10-17,167,0.4,0.22,0.01,UK,UK,291315,2014
2050,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-07-13,2023-07-13,133,0.36,0.34,0.01,Sweden,China,378616,2002
2051,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2016-12-03,2016-12-03,81,0.31,0.26,0.01,Sweden,China,342446,1997
2052,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2017-08-22,2017-08-22,32,0.21,0.31,0.01,Mexico,Germany,494250,2010
2053,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-05-23,Missing,113,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2054,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2018-11-29,2018-11-29,89,0.4,0.22,0.01,UK,UK,291315,2014
2055,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-01-04,2020-01-04,140,0.29,0.29,0.01,South Korea,China,107624,1995
2056,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2015-08-18,2015-08-18,13,0.39,0.29,0.01,UK,UK,126978,2020
2057,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2022-01-20,2022-01-20,112,0.37,0.24,0.01,Japan,Sweden,300990,2015
2058,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-04-11,2023-04-11,145,0.37,0.24,0.01,Japan,Sweden,300990,2015
2059,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2015-10-02,2015-10-02,83,0.21,0.25,0.01,UK,Sweden,169318,1991
2060,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-10-13,2022-10-13,135,0.26,0.29,0.01,UK,UK,291315,2014
2061,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-10-09,2020-10-09,161,0.36,0.23,0.01,Sweden,Sweden,447546,2017
2062,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-10-19,2016-10-19,39,0.37,0.24,0.01,Japan,Sweden,300990,2015
2063,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-12-12,2022-12-12,60,0.37,0.24,0.01,Japan,Sweden,300990,2015
2064,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2023-07-21,2023-07-21,91,0.33,0.26,0.01,Mexico,Japan,150730,2002
2065,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-03-07,2023-03-07,159,0.35,0.27,0.01,Mexico,Germany,494250,2010
2066,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-08-18,2020-08-18,160,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2067,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-05-31,Missing,25,0.37,0.24,0.01,Japan,Sweden,300990,2015
2068,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2020-09-25,2020-09-25,168,0.35,0.31,0.01,Mexico,Germany,494250,2010
2069,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,Missing,2022-12-20,211,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2070,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2018-10-07,2018-10-07,86,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2071,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2015-12-03,2015-12-03,110,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2072,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-08-26,2022-08-26,102,0.39,0.29,0.01,UK,UK,126978,2020
2073,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-05-23,2017-05-23,38,0.35,0.25,0.01,Japan,Sweden,300990,2015
2074,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-04-15,Missing,120,0.21,0.31,0.01,Mexico,Germany,494250,2010
2075,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-07-10,2021-07-10,40,0.35,0.31,0.01,Mexico,Germany,494250,2010
2076,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-02-02,2018-02-02,103,0.21,0.25,0.01,UK,Sweden,169318,1991
2077,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-08-06,2023-08-06,126,0.31,0.26,0.01,Sweden,China,342446,1997
2078,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2023-10-14,2023-10-14,152,0.35,0.27,0.01,Mexico,Germany,494250,2010
2079,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-11-24,2016-11-24,29,0.35,0.25,0.01,Japan,Sweden,300990,2015
2080,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-08-13,2015-08-13,67,0.39,0.29,0.01,UK,UK,126978,2020
2081,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,Missing,2019-01-05,72,0.37,0.31,0.01,Germany,USA,498290,1998
2082,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-02-19,2019-02-19,80,0.33,0.26,0.01,Mexico,Japan,150730,2002
2083,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-06-26,2023-06-26,88,0.23,0.27,0.01,South Korea,China,107624,1995
2084,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-10-04,2017-10-04,31,0.39,0.22,0.01,Mexico,Mexico,170850,1993
2085,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2016-01-22,2016-01-22,75,0.26,0.35,0.01,UK,Sweden,169318,1991
2086,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-02-18,2021-02-18,138,0.23,0.27,0.01,South Korea,China,107624,1995
2087,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-04-26,2021-04-26,44,0.35,0.25,0.01,Japan,Sweden,300990,2015
2088,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-05-07,2019-05-07,161,0.35,0.25,0.01,Japan,Sweden,300990,2015
2089,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2017-09-05,2017-09-05,98,0.21,0.31,0.01,Mexico,Germany,494250,2010
2090,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2017-12-24,2017-12-24,19,0.24,0.29,0.01,Sweden,China,342446,1997
2091,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2017-06-12,2017-06-12,68,0.26,0.29,0.01,UK,UK,291315,2014
2092,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2015-04-10,2015-04-10,18,0.37,0.24,0.01,Japan,Sweden,300990,2015
2093,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-10-01,2022-10-01,162,0.4,0.22,0.01,UK,UK,291315,2014
2094,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2017-08-18,2017-08-18,91,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2095,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-02-25,2015-02-25,65,0.35,0.25,0.01,Japan,Sweden,300990,2015
2096,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2019-06-01,2019-06-01,83,0.23,0.22,0.01,Sweden,China,378616,2002
2097,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-06-06,2019-06-06,84,0.33,0.26,0.01,Mexico,Japan,150730,2002
2098,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2017-10-22,2017-10-22,28,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2099,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2019-03-15,2019-03-15,114,0.36,0.23,0.01,Sweden,Sweden,447546,2017
2100,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-03-07,2022-03-07,37,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2101,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2018-04-13,89,0.36,0.34,0.01,Sweden,China,378616,2002
2102,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-03-30,2020-03-30,68,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2103,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-08-09,2023-08-09,56,0.35,0.27,0.01,Mexico,Germany,494250,2010
2104,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-07-14,2021-07-14,48,0.33,0.26,0.01,Mexico,Japan,150730,2002
2105,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-12-31,2019-12-31,76,0.36,0.34,0.01,Sweden,China,378616,2002
2106,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,Missing,2023-10-06,41,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2107,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2019-02-14,2019-02-14,30,0.21,0.31,0.01,Mexico,Germany,494250,2010
2108,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-06-06,2019-06-06,84,0.36,0.34,0.01,Sweden,China,378616,2002
2109,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2016-11-17,2016-11-17,66,0.31,0.26,0.01,Sweden,China,342446,1997
2110,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-03-04,2019-03-04,165,0.21,0.31,0.01,Mexico,Germany,494250,2010
2111,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-01-18,2023-01-18,164,0.39,0.22,0.01,Mexico,Mexico,170850,1993
2112,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-12-18,Missing,102,0.35,0.27,0.01,Mexico,Germany,494250,2010
2113,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-12-07,2018-12-07,102,0.35,0.31,0.01,Mexico,Germany,494250,2010
2114,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-02-06,2021-02-06,155,0.36,0.23,0.01,Sweden,Sweden,447546,2017
2115,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-02-24,Missing,108,0.39,0.29,0.01,UK,UK,126978,2020
2116,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-05-24,2018-05-24,89,0.24,0.29,0.01,Sweden,China,342446,1997
2117,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-01-19,2018-01-19,38,0.37,0.32,0.01,South Korea,Sweden,72981,2019
2118,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-10-31,2022-10-31,25,0.37,0.24,0.01,Japan,Sweden,300990,2015
2119,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2015-11-27,2015-11-27,83,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2120,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-09-24,2016-09-24,17,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2121,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-12-06,2023-12-06,108,0.23,0.27,0.01,South Korea,China,107624,1995
2122,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2018-07-24,2018-07-24,28,0.36,0.34,0.01,Sweden,China,378616,2002
2123,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-05-09,2019-05-09,138,0.23,0.27,0.01,South Korea,China,107624,1995
2124,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-12-14,2018-12-14,85,0.26,0.35,0.01,UK,Sweden,169318,1991
2125,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,2,2021-04-11,2021-04-11,86,0.37,0.32,0.01,South Korea,Sweden,72981,2019
2126,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,2,2019-02-24,2019-02-24,101,0.26,0.35,0.01,UK,Sweden,169318,1991
2127,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-11-05,2019-11-05,120,0.24,0.29,0.01,Sweden,China,342446,1997
2128,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2017-02-08,2017-02-08,96,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2129,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2017-06-11,2017-06-11,85,0.35,0.31,0.01,Mexico,Germany,494250,2010
2130,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2018-03-17,2018-03-17,93,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2131,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2019-01-02,2019-01-02,108,0.35,0.27,0.01,Mexico,Germany,494250,2010
2132,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-11-25,2019-11-25,33,0.33,0.26,0.01,Mexico,Japan,150730,2002
2133,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2022-01-14,2022-01-14,121,0.35,0.25,0.01,Japan,Sweden,300990,2015
2134,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-11-15,2020-11-15,31,0.29,0.29,0.01,South Korea,China,107624,1995
2135,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2016-07-31,36,0.37,0.32,0.01,South Korea,Sweden,72981,2019
2136,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-11-03,2018-11-03,37,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2137,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2016-11-15,2016-11-15,79,0.37,0.24,0.01,Japan,Sweden,300990,2015
2138,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-08-24,2018-08-24,41,0.35,0.27,0.01,Mexico,Germany,494250,2010
2139,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2019-07-15,2019-07-15,140,0.37,0.24,0.01,Japan,Sweden,300990,2015
2140,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-01-28,2022-01-28,192,0.37,0.31,0.01,Germany,USA,498290,1998
2141,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2021-09-14,2021-09-14,125,0.36,0.23,0.01,Sweden,Sweden,447546,2017
2142,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-08-04,2018-08-04,156,0.36,0.23,0.01,Sweden,Sweden,447546,2017
2143,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2018-08-19,2018-08-19,118,0.29,0.29,0.01,South Korea,China,107624,1995
2144,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2020-03-24,114,0.37,0.32,0.01,South Korea,Sweden,72981,2019
2145,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2020-04-17,2020-04-17,182,0.36,0.34,0.01,Sweden,China,378616,2002
2146,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-07-09,2022-07-09,106,0.35,0.25,0.01,Japan,Sweden,300990,2015
2147,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-09-18,2021-09-18,141,0.21,0.31,0.01,Mexico,Germany,494250,2010
2148,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2023-11-07,2023-11-07,156,0.35,0.25,0.01,Japan,Sweden,300990,2015
2149,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2020-11-29,2020-11-29,159,0.26,0.31,0.01,Mexico,Mexico,206080,1999
2150,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2015-03-27,2015-03-27,98,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2151,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2019-08-02,2019-08-02,118,0.34,0.26,0.01,Mexico,Mexico,206080,1999
2152,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-11-29,2021-11-29,88,0.26,0.31,0.01,Mexico,Mexico,206080,1999
2153,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2023-09-30,2023-09-30,121,0.26,0.29,0.01,UK,UK,291315,2014
2154,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2020-04-22,40,0.37,0.32,0.01,South Korea,Sweden,72981,2019
2155,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-06-17,2018-06-17,76,0.35,0.25,0.01,Japan,Sweden,300990,2015
2156,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-01-23,2021-01-23,28,0.23,0.22,0.01,Sweden,China,378616,2002
2157,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2017-11-04,2017-11-04,92,0.26,0.31,0.01,Mexico,Mexico,206080,1999
2158,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2016-06-26,2016-06-26,19,0.35,0.31,0.01,Mexico,Germany,494250,2010
2159,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-04-08,2018-04-08,36,0.31,0.26,0.01,Sweden,China,342446,1997
2160,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-11-14,2015-11-14,67,0.35,0.27,0.01,Mexico,Germany,494250,2010
2161,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2021-02-12,2021-02-12,36,0.33,0.26,0.01,Mexico,Japan,150730,2002
2162,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2019-03-02,2019-03-02,40,0.23,0.22,0.01,Sweden,China,378616,2002
2163,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-08-02,2017-08-02,95,0.36,0.34,0.01,Sweden,China,378616,2002
2164,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2023-07-19,2023-07-19,210,0.35,0.31,0.01,Mexico,Germany,494250,2010
2165,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-08-16,2020-08-16,96,0.35,0.25,0.01,Japan,Sweden,300990,2015
2166,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-04-05,2023-04-05,135,0.21,0.25,0.01,UK,Sweden,169318,1991
2167,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-03-19,2021-03-19,131,0.23,0.27,0.01,South Korea,China,107624,1995
2168,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-07-13,2022-07-13,26,0.23,0.27,0.01,South Korea,China,107624,1995
2169,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-01-04,2022-01-04,152,0.37,0.31,0.01,Germany,USA,498290,1998
2170,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-11-25,2018-11-25,119,0.36,0.23,0.01,Sweden,Sweden,447546,2017
2171,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-11-06,Missing,24,0.39,0.22,0.01,Mexico,Mexico,170850,1993
2172,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-11-13,2015-11-13,117,0.23,0.27,0.01,South Korea,China,107624,1995
2173,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2022-05-29,2022-05-29,134,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2174,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2020-09-23,2020-09-23,97,0.37,0.31,0.01,Germany,USA,498290,1998
2175,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-07-29,2017-07-29,87,0.23,0.27,0.01,South Korea,China,107624,1995
2176,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2022-03-26,2022-03-26,41,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2177,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-06-15,2016-06-15,27,0.21,0.31,0.01,Mexico,Germany,494250,2010
2178,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,2,2015-07-05,2015-07-05,92,0.26,0.29,0.01,UK,UK,291315,2014
2179,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2016-04-20,2016-04-20,18,0.36,0.22,0.01,Sweden,Sweden,447546,2017
2180,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2017-12-09,2017-12-09,27,0.33,0.26,0.01,Mexico,Japan,150730,2002
2181,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-06-15,2015-06-15,79,0.39,0.22,0.01,Mexico,Mexico,170850,1993
2182,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2019-08-04,2019-08-04,34,0.23,0.22,0.01,Sweden,China,378616,2002
2183,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2018-02-22,2018-02-22,92,0.37,0.24,0.01,Japan,Sweden,300990,2015
2184,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2019-02-18,2019-02-18,32,0.36,0.34,0.01,Sweden,China,378616,2002
2185,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-01-24,2021-01-24,47,0.24,0.29,0.01,Sweden,China,342446,1997
2186,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-11-24,2023-11-24,60,0.37,0.24,0.01,Japan,Sweden,300990,2015
2187,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-08-18,2017-08-18,132,0.37,0.24,0.01,Japan,Sweden,300990,2015
2188,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2022-02-05,2022-02-05,36,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2189,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-02-05,2017-02-05,104,0.24,0.29,0.01,Sweden,China,342446,1997
2190,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-03-05,2015-03-05,80,0.35,0.27,0.01,Mexico,Germany,494250,2010
2191,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-09-04,2019-09-04,77,0.25,0.3,0.01,Mexico,Mexico,170850,1993
2192,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2020-11-27,Missing,33,0.37,0.31,0.01,Germany,USA,498290,1998
2193,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-10-04,2021-10-04,89,0.35,0.27,0.01,Mexico,Germany,494250,2010
2194,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2020-08-21,2020-08-21,112,0.36,0.23,0.01,Sweden,Sweden,447546,2017
2195,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-06-09,2019-06-09,139,0.23,0.27,0.01,South Korea,China,107624,1995
