,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance
1628,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,Missing,2021-06-24,128,0.23,0.22,0.01
1629,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-07-09,2016-07-09,122,0.37,0.31,0.01
1630,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,2,2015-01-11,2015-01-11,91,0.35,0.25,0.01
1631,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-04-27,2020-04-27,115,0.23,0.27,0.01
1632,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2019-06-17,2019-06-17,40,0.26,0.29,0.01
1633,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-08-27,2021-08-27,145,0.26,0.29,0.01
1634,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2021-11-30,2021-11-30,161,0.26,0.31,0.01
1635,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-01-14,2015-01-14,71,0.31,0.26,0.01
1636,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2018-05-22,2018-05-22,110,0.36,0.23,0.01
1637,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-09-29,2018-09-29,18,0.35,0.25,0.01
1638,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2020-10-13,2020-10-13,36,0.25,0.3,0.01
1639,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-05-19,Missing,19,0.37,0.24,0.01
1640,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2020-03-02,94,0.36,0.22,0.01
1641,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-05-14,2023-05-14,46,0.26,0.29,0.01
1642,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-10-19,2023-10-19,115,0.37,0.32,0.01
1643,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2018-07-08,2018-07-08,91,0.25,0.3,0.01
1644,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2022-11-26,2022-11-26,109,0.24,0.29,0.01
1645,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-10-16,2018-10-16,75,0.36,0.23,0.01
1646,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2021-08-27,2021-08-27,155,0.23,0.22,0.01
1647,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-10-23,2021-10-23,109,0.26,0.29,0.01
1648,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-03-09,2015-03-09,58,0.4,0.22,0.01
1649,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-11-21,2015-11-21,64,0.39,0.29,0.01
1650,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2018-01-21,2018-01-21,21,0.29,0.29,0.01
1651,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-08-10,2018-08-10,34,0.35,0.31,0.01
1652,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2018-08-20,2018-08-20,119,0.23,0.22,0.01
1653,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2017-11-19,2017-11-19,65,0.34,0.26,0.01
1654,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-03-08,2020-03-08,116,0.21,0.31,0.01
1655,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-04-28,2022-04-28,136,0.37,0.32,0.01
1656,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-02-10,2016-02-10,104,0.36,0.34,0.01
1657,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,Missing,2019-09-02,157,0.24,0.29,0.01
1658,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-10-29,2023-10-29,102,0.36,0.22,0.01
1659,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-06-10,2023-06-10,128,0.39,0.22,0.01
1660,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2018-10-24,2018-10-24,152,0.37,0.32,0.01
1661,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-02-01,2019-02-01,95,0.39,0.29,0.01
1662,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2017-10-07,2017-10-07,34,0.21,0.31,0.01
1663,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-09-23,2022-09-23,158,0.4,0.22,0.01
1664,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2019-07-14,2019-07-14,101,0.37,0.24,0.01
1665,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-02-28,2017-02-28,17,0.34,0.26,0.01
1666,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2016-11-01,2016-11-01,67,0.26,0.29,0.01
1667,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2016-03-18,2016-03-18,68,0.37,0.31,0.01
1668,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-11-14,2023-11-14,123,0.23,0.22,0.01
1669,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-07-25,2019-07-25,119,0.39,0.29,0.01
1670,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2015-08-18,2015-08-18,28,0.36,0.34,0.01
1671,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-08-14,2018-08-14,31,0.35,0.25,0.01
1672,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-05-09,2017-05-09,79,0.36,0.22,0.01
1673,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-10-03,2022-10-03,136,0.21,0.31,0.01
1674,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2016-03-31,2016-03-31,105,0.21,0.25,0.01
1675,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-12-01,2019-12-01,101,0.21,0.31,0.01
1676,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-02-19,2020-02-19,96,0.39,0.22,0.01
1677,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-04-17,2021-04-17,38,0.39,0.29,0.01
1678,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-06-02,2021-06-02,133,0.21,0.25,0.01
1679,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-03-19,2023-03-19,39,0.25,0.3,0.01
1680,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-11-30,Missing,42,0.36,0.34,0.01
1681,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2023-08-28,2023-08-28,96,0.24,0.29,0.01
1682,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2020-05-01,2020-05-01,30,0.35,0.31,0.01
1683,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2019-04-19,2019-04-19,71,0.4,0.22,0.01
1684,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2021-07-03,2021-07-03,151,0.21,0.31,0.01
1685,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,7,2019-06-25,2019-06-25,78,0.39,0.22,0.01
1686,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2019-07-06,89,0.35,0.27,0.01
1687,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,Missing,2023-01-05,121,0.21,0.31,0.01
1688,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2022-09-20,2022-09-20,165,0.26,0.29,0.01
1689,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,Missing,2020-04-03,26,0.35,0.31,0.01
1690,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2018-06-15,Missing,107,0.24,0.29,0.01
1691,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-12-18,2021-12-18,132,0.25,0.3,0.01
1692,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2018-12-16,2018-12-16,91,0.31,0.26,0.01
1693,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,2,2016-01-05,2016-01-05,98,0.21,0.31,0.01
1694,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2020-10-17,2020-10-17,110,0.26,0.31,0.01
1695,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-08-21,2021-08-21,123,0.21,0.25,0.01
1696,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2023-11-03,2023-11-03,96,0.34,0.26,0.01
1697,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2021-01-20,2021-01-20,144,0.25,0.3,0.01
1698,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-07-08,2016-07-08,69,0.21,0.31,0.01
1699,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2017-10-26,2017-10-26,32,0.37,0.32,0.01
1700,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2023-07-21,2023-07-21,151,0.29,0.29,0.01
1701,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-12-07,2020-12-07,145,0.23,0.22,0.01
1702,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,Missing,2016-09-13,66,0.39,0.29,0.01
1703,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2023-10-19,2023-10-19,115,0.35,0.31,0.01
1704,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2016-01-04,2016-01-04,109,0.31,0.26,0.01
1705,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-01-11,2020-01-11,111,0.26,0.29,0.01
1706,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2022-08-09,2022-08-09,139,0.26,0.29,0.01
1707,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2016-08-24,2016-08-24,89,0.31,0.26,0.01
1708,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,Missing,2017-02-01,98,0.37,0.24,0.01
1709,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2018-12-23,2018-12-23,96,0.29,0.29,0.01
1710,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2020-07-26,2020-07-26,89,0.39,0.29,0.01
1711,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-11-18,2018-11-18,35,0.26,0.35,0.01
1712,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2023-01-29,2023-01-29,123,0.26,0.29,0.01
1713,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-02-22,2017-02-22,72,0.31,0.26,0.01
1714,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-05-06,Missing,34,0.23,0.27,0.01
1715,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-09-12,2023-09-12,141,0.26,0.31,0.01
1716,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-10-12,2022-10-12,47,0.37,0.24,0.01
1717,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2018-04-08,2018-04-08,159,0.4,0.22,0.01
1718,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-07-30,2016-07-30,81,0.23,0.22,0.01
1719,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-02-24,2018-02-24,88,0.23,0.22,0.01
1720,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2023-07-20,2023-07-20,117,0.36,0.23,0.01
1721,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,Missing,2020-01-29,165,0.35,0.31,0.01
1722,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2016-05-15,2016-05-15,75,0.23,0.27,0.01
1723,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2015-08-03,2015-08-03,93,0.36,0.34,0.01
1724,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2018-02-27,2018-02-27,75,0.31,0.26,0.01
1725,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,7,2016-08-24,2016-08-24,89,0.39,0.22,0.01
1726,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2015-03-03,2015-03-03,90,0.39,0.22,0.01
1727,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2023-07-12,2023-07-12,206,0.21,0.31,0.01
1728,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,2,2019-05-01,2019-05-01,19,0.26,0.29,0.01
1729,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,Missing,2015-04-18,58,0.37,0.31,0.01
1730,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2022-03-22,2022-03-22,35,0.39,0.22,0.01
1731,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2022-02-15,2022-02-15,27,0.33,0.26,0.01
1732,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-01-20,2016-01-20,78,0.29,0.29,0.01
1733,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2015-03-25,2015-03-25,26,0.24,0.29,0.01
1734,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-08-28,2020-08-28,107,0.37,0.31,0.01
1735,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2019-02-13,2019-02-13,110,0.33,0.26,0.01
1736,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-07-28,2020-07-28,116,0.33,0.26,0.01
1737,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-12-02,2016-12-02,94,0.36,0.23,0.01
1738,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-08-16,2023-08-16,53,0.23,0.22,0.01
1739,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-10-28,2017-10-28,160,0.36,0.22,0.01
1740,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-05-24,2016-05-24,25,0.36,0.22,0.01
1741,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-07-29,2023-07-29,149,0.24,0.29,0.01
1742,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-05-30,2017-05-30,21,0.39,0.29,0.01
1743,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-07-13,2023-07-13,147,0.36,0.22,0.01
1744,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,2,2022-06-29,2022-06-29,104,0.4,0.22,0.01
1745,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2020-02-21,2020-02-21,36,0.25,0.3,0.01
1746,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2020-03-17,2020-03-17,122,0.31,0.26,0.01
1747,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,2,2021-03-15,2021-03-15,125,0.31,0.26,0.01
1748,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,Missing,2020-03-08,95,0.26,0.29,0.01
1749,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2016-12-18,2016-12-18,70,0.26,0.35,0.01
1750,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,Missing,2016-07-15,53,0.37,0.24,0.01
1751,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2016-08-03,2016-08-03,112,0.21,0.25,0.01
1752,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2023-08-28,2023-08-28,182,0.26,0.31,0.01
1753,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-11-21,2016-11-21,24,0.35,0.27,0.01
1754,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-02-11,2020-02-11,124,0.31,0.26,0.01
1755,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-12-07,2015-12-07,29,0.23,0.27,0.01
1756,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2022-04-14,2022-04-14,25,0.37,0.31,0.01
1757,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-04-05,Missing,30,0.36,0.34,0.01
1758,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-04-05,2015-04-05,30,0.39,0.29,0.01
1759,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-07-31,2022-07-31,178,0.34,0.26,0.01
1760,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,2,2018-01-12,2018-01-12,151,0.26,0.31,0.01
1761,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2017-12-12,2017-12-12,82,0.37,0.32,0.01
1762,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-12-03,2018-12-03,90,0.25,0.3,0.01
1763,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,Missing,2022-04-11,43,0.37,0.24,0.01
1764,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-09-04,2021-09-04,99,0.31,0.26,0.01
1765,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2022-07-13,2022-07-13,126,0.25,0.3,0.01
1766,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-11-08,2020-11-08,134,0.35,0.27,0.01
1767,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-01-21,2016-01-21,118,0.25,0.3,0.01
1768,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-06-06,2021-06-06,141,0.34,0.26,0.01
1769,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-05-13,2015-05-13,54,0.4,0.22,0.01
1770,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2022-07-18,2022-07-18,133,0.35,0.25,0.01
1771,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-07-14,Missing,66,0.26,0.29,0.01
1772,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-04-28,2020-04-28,131,0.29,0.29,0.01
1773,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,Missing,2022-11-04,200,0.23,0.27,0.01
1774,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-09-08,2022-09-08,132,0.37,0.32,0.01
1775,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2017-02-05,2017-02-05,37,0.26,0.35,0.01
1776,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2022-12-16,2022-12-16,133,0.26,0.31,0.01
1777,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-10-30,2022-10-30,127,0.33,0.26,0.01
1778,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2022-12-29,2022-12-29,229,0.37,0.24,0.01
1779,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2022-06-13,2022-06-13,137,0.36,0.34,0.01
1780,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2021-05-01,2021-05-01,34,0.25,0.3,0.01
1781,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-11-05,2016-11-05,16,0.34,0.26,0.01
1782,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-06-03,2016-06-03,17,0.36,0.22,0.01
1783,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,2,2017-06-27,2017-06-27,112,0.35,0.27,0.01
1784,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-07-18,2022-07-18,104,0.26,0.29,0.01
1785,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-10-08,2021-10-08,115,0.35,0.31,0.01
1786,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-09-02,2021-09-02,91,0.25,0.3,0.01
1787,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-04-18,2015-04-18,12,0.4,0.22,0.01
1788,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2021-04-01,2021-04-01,103,0.26,0.35,0.01
1789,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2022-12-01,2022-12-01,132,0.35,0.31,0.01
1790,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-06-19,Missing,146,0.25,0.3,0.01
1791,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-01-08,2022-01-08,124,0.36,0.23,0.01
1792,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-07-01,2020-07-01,24,0.37,0.32,0.01
1793,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-05-24,2022-05-24,124,0.4,0.22,0.01
1794,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-04-08,2019-04-08,96,0.35,0.31,0.01
1795,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2015-02-11,2015-02-11,75,0.25,0.3,0.01
1796,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-10-12,2021-10-12,130,0.23,0.27,0.01
1797,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-07-02,2016-07-02,103,0.4,0.22,0.01
1798,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2020-10-11,2020-10-11,45,0.35,0.31,0.01
1799,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2015-04-23,2015-04-23,81,0.36,0.22,0.01
1800,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-11-20,2017-11-20,91,0.25,0.3,0.01
1801,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2019-06-15,2019-06-15,112,0.26,0.35,0.01
1802,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-05-10,2018-05-10,29,0.36,0.34,0.01
1803,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2017-05-22,2017-05-22,107,0.31,0.26,0.01
1804,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-06-23,2015-06-23,48,0.37,0.31,0.01
1805,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2021-08-19,2021-08-19,122,0.26,0.29,0.01
1806,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2021-10-27,2021-10-27,106,0.33,0.26,0.01
1807,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2019-05-21,2019-05-21,132,0.25,0.3,0.01
1808,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-12-18,2021-12-18,24,0.23,0.22,0.01
1809,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2018-09-25,2018-09-25,115,0.39,0.22,0.01
1810,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2016-10-29,2016-10-29,91,0.26,0.35,0.01
1811,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2023-01-15,134,0.36,0.34,0.01
1812,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2016-12-19,2016-12-19,112,0.35,0.31,0.01
1813,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2023-05-31,2023-05-31,34,0.35,0.25,0.01
1814,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,7,2021-08-11,2021-08-11,98,0.4,0.22,0.01
1815,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-09-10,2017-09-10,115,0.34,0.26,0.01
1816,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-07-12,2023-07-12,121,0.23,0.22,0.01
1817,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,Missing,2019-05-10,134,0.25,0.3,0.01
1818,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2020-11-07,2020-11-07,143,0.37,0.32,0.01
1819,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-01-11,2018-01-11,74,0.25,0.3,0.01
1820,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-03-12,2017-03-12,93,0.33,0.26,0.01
1821,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-07-04,Missing,64,0.23,0.22,0.01
1822,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2015-11-17,2015-11-17,94,0.4,0.22,0.01
1823,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-11-16,2021-11-16,111,0.4,0.22,0.01
1824,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-11-30,2017-11-30,99,0.25,0.3,0.01
1825,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2019-03-08,2019-03-08,94,0.35,0.31,0.01
1826,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-03-21,2022-03-21,44,0.33,0.26,0.01
1827,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-11-05,2020-11-05,148,0.23,0.27,0.01
1828,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-05-05,2017-05-05,106,0.23,0.22,0.01
1829,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-03-03,2017-03-03,88,0.31,0.26,0.01
1830,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,7,2023-02-22,2023-02-22,179,0.36,0.34,0.01
