,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
3290,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-11-13,2021-11-13,98
3291,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2017-06-18,2017-06-18,28
3292,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2015-08-18,2015-08-18,79
3293,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-08-26,2017-08-26,81
3294,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-06-26,2022-06-26,121
3295,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-01-15,2021-01-15,110
3296,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2017-12-25,2017-12-25,66
3297,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-05-23,2020-05-23,105
3298,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-09-21,2018-09-21,123
3299,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2015-12-27,2015-12-27,71
3300,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-04-20,2021-04-20,145
3301,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-03-26,2020-03-26,31
3302,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2018-03-18,2018-03-18,123
3303,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2022-07-16,2022-07-16,148
3304,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-01-03,2022-01-03,39
3305,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-10-19,2015-10-19,75
3306,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-11-23,2018-11-23,161
3307,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2023-09-08,2023-09-08,45
3308,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-07-04,2021-07-04,121
3309,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2019-03-16,2019-03-16,137
3310,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2021-08-29,2021-08-29,130
3311,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-08-25,2020-08-25,47
3312,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-04-19,2023-04-19,138
3313,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2019-10-18,2019-10-18,102
3314,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-07-22,2020-07-22,140
3315,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-02-01,2023-02-01,118
3316,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-07-08,2023-07-08,39
3317,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2021-12-18,2021-12-18,38
3318,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-01-11,2015-01-11,85
3319,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-09-08,2020-09-08,18
3320,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-06-17,2015-06-17,113
3321,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-09-03,2021-09-03,88
3322,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2021-08-24,2021-08-24,121
3323,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2016-11-20,2016-11-20,78
3324,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-01-27,2019-01-27,84
3325,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-03-12,2023-03-12,92
3326,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-01-18,2023-01-18,40
3327,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2023-06-20,2023-06-20,120
3328,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-05-28,2017-05-28,88
3330,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-10-18,2015-10-18,28
3332,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2019-04-16,2019-04-16,38
3333,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-12-18,2017-12-18,62
3334,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-04-03,2019-04-03,117
3335,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-05-29,2021-05-29,131
3336,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-05-04,2022-05-04,25
3337,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-10-15,2023-10-15,133
3338,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-03-27,2017-03-27,33
3339,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-05-15,Missing,37
3340,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-04-04,2019-04-04,91
3341,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-10-24,2018-10-24,103
3342,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2021-12-25,2021-12-25,177
3343,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-10-28,2022-10-28,134
3344,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-04-10,2020-04-10,167
3345,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-08-13,2022-08-13,54
3346,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,Missing,2020-05-11,154
3348,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2019-09-22,2019-09-22,131
3349,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-10-29,2022-10-29,146
3350,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2015-12-30,2015-12-30,57
3351,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-03-07,2021-03-07,109
3352,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-11-12,2021-11-12,193
3353,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-02-17,2017-02-17,99
3354,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,2,2023-03-11,2023-03-11,119
3355,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2022-05-13,2022-05-13,38
3356,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-04-02,2015-04-02,85
3357,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2019-01-29,2019-01-29,154
3358,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-09-09,2017-09-09,95
3359,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2022-12-02,2022-12-02,159
3360,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-01-02,2023-01-02,99
3362,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-02-18,2023-02-18,88
3363,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2023-10-20,2023-10-20,142
3364,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-03-10,2021-03-10,121
3365,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,2,2020-11-20,2020-11-20,42
3366,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,Missing,2022-01-05,117
3367,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2023-10-15,2023-10-15,200
3368,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,Missing,Missing,146
3369,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-07-01,2022-07-01,122
3370,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-03-26,2020-03-26,86
3371,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2017-01-21,2017-01-21,119
3372,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-09-14,2018-09-14,122
3373,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-08-10,2016-08-10,91
3374,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2023-05-22,2023-05-22,130
3375,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2022-10-04,2022-10-04,42
3376,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-12-04,2020-12-04,130
3377,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2015-12-31,2015-12-31,89
3378,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-12-07,Missing,18
3379,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-05-12,2021-05-12,105
3380,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-04-04,2015-04-04,68
3381,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,Missing,Missing,168
3382,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-05-07,2021-05-07,37
3383,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-03-15,2018-03-15,77
3384,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-04-27,2016-04-27,65
3385,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2017-10-30,Missing,26
3386,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-02-12,2015-02-12,94
3387,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-04-17,2022-04-17,155
3388,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2017-04-19,2017-04-19,23
3389,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-01-08,2020-01-08,96
3390,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-03-23,2020-03-23,232
3391,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-03-06,2017-03-06,32
3393,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-08-13,2015-08-13,73
3394,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,Missing,2015-07-28,17
3395,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-05-21,2015-05-21,74
3396,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,2,Missing,2019-02-19,130
3397,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2023-06-18,2023-06-18,122
3398,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-01-01,2016-01-01,37
3399,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-07-08,2023-07-08,132
3400,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-03-12,2016-03-12,82
3401,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-01-07,2018-01-07,92
3402,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-06-01,2020-06-01,104
3403,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-03-15,2017-03-15,87
3404,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2015-09-24,2015-09-24,27
3405,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-01-25,2018-01-25,112
3406,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-07-23,2015-07-23,25
3407,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-02-04,2016-02-04,79
3408,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2017-06-15,2017-06-15,92
3409,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,2,2016-02-10,2016-02-10,25
3410,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-12-25,2023-12-25,36
3411,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,7,2015-07-05,2015-07-05,73
3412,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-11-18,2016-11-18,18
3413,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-07-12,2016-07-12,75
3414,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-01-20,2020-01-20,135
3415,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-08-10,2019-08-10,105
3416,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2015-04-29,2015-04-29,69
3417,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2016-07-31,2016-07-31,68
3418,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2022-01-02,115
3419,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2023-06-15,2023-06-15,143
3420,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2017-07-23,2017-07-23,101
3421,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-01-11,2020-01-11,114
3422,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-07-15,2022-07-15,134
3423,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2020-09-01,2020-09-01,90
3424,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-01-20,2023-01-20,209
3425,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2020-05-15,2020-05-15,101
3426,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2017-02-16,2017-02-16,99
3427,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2018-01-12,2018-01-12,79
3428,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,2,Missing,2017-02-18,108
3429,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-12-17,2015-12-17,77
3430,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-09-19,2020-09-19,105
3431,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,2,2019-07-13,2019-07-13,128
3432,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2022-02-28,2022-02-28,143
3433,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2015-07-25,2015-07-25,92
3434,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2018-11-14,2018-11-14,117
3435,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-02-06,2015-02-06,32
3436,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-08-08,2021-08-08,157
3437,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-03-23,2016-03-23,32
3438,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-07-04,2018-07-04,83
3439,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2022-03-31,2022-03-31,164
3440,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-09-19,2022-09-19,111
3442,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-06-21,2023-06-21,96
3443,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2019-03-30,2019-03-30,32
3444,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-03-01,2022-03-01,120
3445,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2018-04-29,2018-04-29,95
3446,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-08-10,2016-08-10,86
3447,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2020-06-22,2020-06-22,104
3448,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-09-05,2019-09-05,86
3449,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-01-16,2021-01-16,40
3450,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,Missing,2020-12-19,90
3451,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2017-02-12,2017-02-12,80
3452,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-11-01,2018-11-01,117
3453,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-03-07,2020-03-07,130
3454,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-02-07,2015-02-07,72
3455,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-06-02,2022-06-02,50
3456,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-10-22,Missing,90
3457,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-04-05,2019-04-05,102
3458,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-06-03,2016-06-03,71
3459,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2018-07-30,2018-07-30,125
3460,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2022-06-04,Missing,188
3461,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-08-25,2016-08-25,87
3463,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2015-04-16,2015-04-16,70
3464,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,2,2016-12-14,2016-12-14,131
3465,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2023-05-19,2023-05-19,104
3466,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-10-05,2019-10-05,26
3467,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2016-07-30,2016-07-30,74
3468,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2023-01-01,2023-01-01,174
3469,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-08-14,2023-08-14,118
3470,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2021-09-07,2021-09-07,143
3471,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2017-12-20,2017-12-20,87
3472,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-03-25,2022-03-25,108
3473,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-03-29,2016-03-29,73
3474,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2018-02-24,2018-02-24,97
3475,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-04-09,2017-04-09,96
3476,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-07-29,2015-07-29,72
3477,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-12-05,2021-12-05,49
3478,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-01-18,2018-01-18,66
3479,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2019-05-26,2019-05-26,36
3480,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-12-12,2021-12-12,131
3481,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-10-17,2023-10-17,126
3482,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-05-24,2022-05-24,89
3483,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-12-13,2022-12-13,133
3484,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-03-19,2023-03-19,249
3485,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2023-02-22,2023-02-22,122
3487,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,Missing,2018-06-24,20
3488,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-04-17,2022-04-17,180
3489,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2016-01-19,2016-01-19,84
3490,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2018-09-08,2018-09-08,33
3491,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-05-10,2020-05-10,31
3492,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2017-08-18,2017-08-18,147
3493,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-05-04,2021-05-04,139
3494,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-02-22,2021-02-22,108
3495,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2020-08-08,2020-08-08,120
3496,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2018-07-16,2018-07-16,110
3497,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-09-04,2021-09-04,93
3498,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-07-20,2016-07-20,27
3499,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-08-20,2016-08-20,72
3500,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-09-09,2016-09-09,86
3501,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-11-24,2023-11-24,84
3502,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2016-09-23,2016-09-23,92
3503,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-07-06,2023-07-06,109
3504,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,2,2020-09-22,2020-09-22,101
3505,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-01-11,2015-01-11,45
3506,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-01-12,Missing,32
3507,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-08-20,2021-08-20,36
3508,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-12-03,2017-12-03,92
3509,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2021-08-23,2021-08-23,106
3511,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-06-09,2015-06-09,87
3512,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2019-12-18,2019-12-18,173
3513,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2020-06-13,2020-06-13,114
3514,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2019-06-12,2019-06-12,102
3515,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-01-26,2021-01-26,140
3516,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-05-16,Missing,48
3517,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-11-03,2019-11-03,38
3518,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2023-01-15,2023-01-15,140
3519,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2016-07-10,2016-07-10,94
3520,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2018-11-14,2018-11-14,44
3521,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2022-01-10,120
3522,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,2,2018-03-07,2018-03-07,87
3523,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2023-01-16,2023-01-16,34
3524,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2018-02-28,2018-02-28,80
3525,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-07-06,2017-07-06,95
3526,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2016-04-03,2016-04-03,60
3527,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-06-30,2023-06-30,154
3528,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2022-02-14,2022-02-14,24
3529,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,2,2022-02-18,2022-02-18,44
3530,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-01-04,2015-01-04,71
3531,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2018-09-07,2018-09-07,88
3532,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-03-29,2022-03-29,44
3533,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-02-05,2021-02-05,122
3534,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,2,2016-12-28,2016-12-28,84
3535,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2016-10-04,2016-10-04,74
3536,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-04-21,2018-04-21,28
3537,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2017-12-05,2017-12-05,158
3538,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,2,2015-08-11,2015-08-11,81
3539,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2020-10-22,2020-10-22,22
3540,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2016-04-02,2016-04-02,77
3541,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2015-05-19,70
3542,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2023-04-16,Missing,31
3543,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-02-28,Missing,20
3544,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2020-03-05,2020-03-05,37
